DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
16-Sep-2025,EQ,"2,366.00","2,376.70","2,347.20","2,365.60","2,359.80","2,355.80","2,361.88","3,890.00","2,151.00",186971,"44,16,03,312.50",15892
15-Sep-2025,EQ,"2,354.50","2,370.70","2,350.70","2,353.70","2,365.00","2,365.60","2,362.52","3,890.00","2,151.00",251023,"59,30,46,941.20",17304
12-Sep-2025,EQ,"2,379.00","2,379.00","2,334.60","2,374.60","2,351.10","2,353.70","2,348.44","3,890.00","2,151.00",350502,"82,31,31,876.30",25759
11-Sep-2025,EQ,"2,408.00","2,413.80","2,367.00","2,407.40","2,374.40","2,374.60","2,386.98","3,890.00","2,151.00",193347,"46,15,14,637.30",21209
10-Sep-2025,EQ,"2,402.30","2,417.60","2,392.20","2,398.90","2,413.90","2,407.40","2,403.42","3,890.00","2,151.00",321014,"77,15,31,394.60",25452
09-Sep-2025,EQ,"2,390.10","2,409.00","2,375.90","2,388.80","2,401.50","2,398.90","2,396.69","3,890.00","2,151.00",449814,"1,07,80,66,584.90",28731
08-Sep-2025,EQ,"2,431.70","2,446.00","2,385.00","2,423.30","2,388.00","2,388.80","2,401.57","3,890.00","2,151.00",447969,"1,07,58,29,831.70",28428
05-Sep-2025,EQ,"2,460.00","2,470.50","2,403.00","2,464.60","2,424.50","2,423.30","2,429.70","3,890.00","2,151.00",749248,"1,82,04,45,671.90",58054
04-Sep-2025,EQ,"2,489.00","2,504.00","2,444.30","2,381.90","2,460.00","2,464.60","2,473.65","3,890.00","2,151.00",2735551,"6,76,67,94,497.60",108478
03-Sep-2025,EQ,"2,410.00","2,414.60","2,373.00","2,413.70","2,379.00","2,381.90","2,392.50","3,890.00","2,151.00",521555,"1,24,78,21,753.20",47114
02-Sep-2025,EQ,"2,359.30","2,423.80","2,355.10","2,360.20","2,415.30","2,413.70","2,403.53","3,890.00","2,151.00",626993,"1,50,69,97,974.30",46973
01-Sep-2025,EQ,"2,327.00","2,375.40","2,320.00","2,331.80","2,358.00","2,360.20","2,355.29","3,890.00","2,151.00",746148,"1,75,73,95,472.80",45845
29-Aug-2025,EQ,"2,250.00","2,357.90","2,250.00","2,262.70","2,328.60","2,331.80","2,331.80","3,890.00","2,151.00",1598897,"3,72,83,08,154.60",89367
28-Aug-2025,EQ,"2,270.00","2,285.90","2,245.60","2,284.10","2,262.70","2,262.70","2,269.65","3,890.00","2,151.00",698267,"1,58,48,20,313.40",72438
26-Aug-2025,EQ,"2,280.00","2,323.40","2,276.50","2,282.80","2,287.00","2,284.10","2,296.46","3,890.00","2,151.00",1429053,"3,28,17,60,136.30",89506
25-Aug-2025,EQ,"2,295.10","2,310.50","2,270.00","2,299.30","2,287.00","2,282.80","2,286.14","3,890.00","2,151.00",511478,"1,16,93,09,320.60",37980
22-Aug-2025,EQ,"2,355.00","2,359.80","2,294.00","2,350.50","2,296.00","2,299.30","2,314.91","3,890.00","2,151.00",621255,"1,43,81,50,407.80",42736
21-Aug-2025,EQ,"2,356.80","2,368.00","2,333.10","2,356.50","2,350.00","2,350.50","2,349.11","3,890.00","2,151.00",697500,"1,63,85,03,722.00",40360
20-Aug-2025,EQ,"2,270.00","2,365.00","2,265.40","2,273.50","2,362.50","2,356.50","2,333.51","3,890.00","2,151.00",1013700,"2,36,54,78,319.50",55727
19-Aug-2025,EQ,"2,231.90","2,278.00","2,210.10","2,225.00","2,278.00","2,273.50","2,248.34","3,890.00","2,151.00",466365,"1,04,85,47,758.50",36614
18-Aug-2025,EQ,"2,200.00","2,242.90","2,185.60","2,154.00","2,222.00","2,225.00","2,222.56","3,890.00","2,151.00",685912,"1,52,44,82,575.40",41409
14-Aug-2025,EQ,"2,171.50","2,183.00","2,151.00","2,171.70","2,152.00","2,154.00","2,162.61","3,890.00","2,151.00",609379,"1,31,78,48,058.40",40682
13-Aug-2025,EQ,"2,210.00","2,210.00","2,157.00","2,201.60","2,169.80","2,171.70","2,171.82","3,890.00","2,157.00",784548,"1,70,38,97,845.20",44034
12-Aug-2025,EQ,"2,210.00","2,232.90","2,196.60","2,212.40","2,198.80","2,201.60","2,208.23","3,890.00","2,194.00",266482,"58,84,54,313.10",27873
11-Aug-2025,EQ,"2,207.90","2,220.10","2,197.10","2,207.40","2,213.00","2,212.40","2,210.43","3,890.00","2,194.00",338195,"74,75,54,787.50",21871
08-Aug-2025,EQ,"2,240.40","2,245.00","2,204.00","2,240.30","2,208.00","2,207.40","2,222.23","3,890.00","2,194.00",364214,"80,93,68,855.60",20225
07-Aug-2025,EQ,"2,241.10","2,246.20","2,217.10","2,241.00","2,243.00","2,240.30","2,234.50","3,890.00","2,194.00",160148,"35,78,50,985.20",12596
06-Aug-2025,EQ,"2,231.00","2,243.30","2,213.60","2,230.50","2,243.00","2,241.00","2,227.07","3,890.00","2,194.00",631492,"1,40,63,79,041.70",31851
05-Aug-2025,EQ,"2,257.80","2,268.50","2,227.40","2,254.20","2,231.80","2,230.50","2,238.00","3,890.00","2,194.00",369067,"82,59,72,735.10",25256
04-Aug-2025,EQ,"2,258.00","2,263.40","2,235.10","2,258.00","2,257.80","2,254.20","2,253.59","3,890.00","2,194.00",383404,"86,40,36,254.40",30598
01-Aug-2025,EQ,"2,248.00","2,286.50","2,240.70","2,245.30","2,258.00","2,258.00","2,259.99","3,890.00","2,194.00",605397,"1,36,81,88,165.40",35626
31-Jul-2025,EQ,"2,220.00","2,260.00","2,212.30","2,237.10","2,241.30","2,245.30","2,241.42","3,890.00","2,194.00",671856,"1,50,59,10,561.30",60998
30-Jul-2025,EQ,"2,222.00","2,240.00","2,206.80","2,215.00","2,238.00","2,237.10","2,225.25","3,890.00","2,194.00",875237,"1,94,76,23,384.90",44423
29-Jul-2025,EQ,"2,207.90","2,222.90","2,194.00","2,205.80","2,216.90","2,215.00","2,211.60","3,890.00","2,194.00",1047287,"2,31,61,82,766.10",59161
28-Jul-2025,EQ,"2,216.00","2,250.90","2,200.00","2,215.90","2,208.00","2,205.80","2,219.65","3,890.00","2,200.00",934936,"2,07,52,34,512.50",41007
25-Jul-2025,EQ,"2,260.10","2,261.80","2,212.00","2,259.50","2,216.00","2,215.90","2,229.32","3,890.00","2,212.00",695695,"1,55,09,28,473.00",64185
24-Jul-2025,EQ,"2,281.10","2,289.80","2,256.30","2,285.30","2,258.00","2,259.50","2,266.73","3,890.00","2,256.30",1156360,"2,62,11,52,852.10",49808
23-Jul-2025,EQ,"2,350.00","2,359.10","2,271.00","2,379.50","2,286.00","2,285.30","2,297.20","3,890.00","2,271.00",2151512,"4,94,24,52,552.50",120090
22-Jul-2025,EQ,"2,396.50","2,410.00","2,352.00","2,392.00","2,375.90","2,379.50","2,379.37","3,890.00","2,311.50",1095174,"2,60,58,24,931.50",59582
21-Jul-2025,EQ,"2,394.20","2,410.00","2,385.20","2,394.20","2,389.80","2,392.00","2,397.93","3,890.00","2,311.50",338704,"81,21,88,440.30",19907
18-Jul-2025,EQ,"2,403.00","2,405.00","2,370.00","2,398.00","2,395.60","2,394.20","2,387.20","3,890.00","2,311.50",620121,"1,48,03,53,949.80",28709
17-Jul-2025,EQ,"2,380.40","2,403.00","2,377.20","2,380.40","2,396.00","2,398.00","2,386.21","3,890.00","2,311.50",458153,"1,09,32,47,248.20",20707
16-Jul-2025,EQ,"2,409.90","2,411.00","2,378.00","2,402.90","2,379.00","2,380.40","2,389.52","3,890.00","2,311.50",509306,"1,21,69,96,520.80",28915
15-Jul-2025,EQ,"2,384.00","2,412.00","2,384.00","2,378.10","2,404.00","2,402.90","2,401.99","3,890.00","2,311.50",577248,"1,38,65,46,752.50",34131
14-Jul-2025,EQ,"2,388.70","2,394.20","2,356.50","2,376.10","2,384.50","2,378.10","2,375.43","3,890.00","2,311.50",729605,"1,73,31,28,087.70",40897
11-Jul-2025,EQ,"2,411.30","2,435.00","2,370.10","2,411.30","2,376.00","2,376.10","2,398.34","3,890.00","2,311.50",804235,"1,92,88,31,266.70",46092
10-Jul-2025,EQ,"2,438.00","2,443.50","2,407.20","2,438.60","2,409.00","2,411.30","2,418.19","3,890.00","2,311.50",350043,"84,64,68,879.90",25801
09-Jul-2025,EQ,"2,443.30","2,467.80","2,433.00","2,451.00","2,434.00","2,438.60","2,448.75","3,890.00","2,311.50",579978,"1,42,02,20,872.10",37734
08-Jul-2025,EQ,"2,468.00","2,468.00","2,425.00","2,465.40","2,450.00","2,451.00","2,441.05","3,890.00","2,311.50",439515,"1,07,28,77,224.60",31116
07-Jul-2025,EQ,"2,446.00","2,491.90","2,441.10","2,446.70","2,468.00","2,465.40","2,475.34","3,890.00","2,311.50",379303,"93,89,03,362.50",32558
04-Jul-2025,EQ,"2,456.50","2,456.50","2,426.50","2,445.30","2,447.50","2,446.70","2,443.25","3,890.00","2,311.50",248938,"60,82,17,031.30",21105
03-Jul-2025,EQ,"2,440.10","2,468.50","2,423.00","2,434.60","2,444.80","2,445.30","2,446.33","3,890.00","2,311.50",504145,"1,23,33,05,807.50",48510
02-Jul-2025,EQ,"2,417.90","2,461.10","2,395.00","2,409.70","2,433.00","2,434.60","2,427.20","3,890.00","2,311.50",714558,"1,73,43,76,198.60",37931
01-Jul-2025,EQ,"2,416.90","2,432.00","2,395.00","2,407.10","2,405.70","2,409.70","2,408.56","3,890.00","2,311.50",460578,"1,10,93,29,234.50",37627
30-Jun-2025,EQ,"2,382.20","2,417.70","2,381.00","2,379.30","2,410.90","2,407.10","2,406.67","3,890.00","2,311.50",328578,"79,07,79,636.60",25634
27-Jun-2025,EQ,"2,385.20","2,395.40","2,374.50","2,375.70","2,390.50","2,379.30","2,382.47","3,890.00","2,311.50",905150,"2,15,64,90,493.10",47236
26-Jun-2025,EQ,"2,410.00","2,414.90","2,353.10","2,419.80","2,384.00","2,375.70","2,369.98","3,890.00","2,311.50",1200717,"2,84,56,81,086.80",74370
25-Jun-2025,EQ,"2,438.80","2,449.00","2,415.00","2,424.80","2,423.90","2,419.80","2,429.66","3,890.00","2,311.50",239813,"58,26,63,617.90",17926
24-Jun-2025,EQ,"2,420.00","2,445.00","2,410.10","2,409.80","2,427.90","2,424.80","2,433.90","3,890.00","2,311.50",325700,"79,27,19,762.70",25530
23-Jun-2025,EQ,"2,398.00","2,434.90","2,386.40","2,402.30","2,407.00","2,409.80","2,414.85","3,890.00","2,311.50",420574,"1,01,56,22,320.00",34273
20-Jun-2025,EQ,"2,392.30","2,412.40","2,380.00","2,399.70","2,398.80","2,402.30","2,402.49","3,890.00","2,311.50",394282,"94,72,58,749.90",25698
19-Jun-2025,EQ,"2,403.60","2,408.00","2,378.00","2,398.40","2,396.00","2,399.70","2,396.09","3,890.00","2,311.50",277544,"66,50,19,109.50",14467
18-Jun-2025,EQ,"2,382.00","2,409.00","2,364.10","2,382.00","2,395.00","2,398.40","2,397.71","3,890.00","2,311.50",300348,"72,01,48,195.10",30992
17-Jun-2025,EQ,"2,385.40","2,391.40","2,356.00","2,385.40","2,382.80","2,382.00","2,374.86","3,890.00","2,311.50",441232,"1,04,78,64,509.00",22176
16-Jun-2025,EQ,"2,371.20","2,388.20","2,356.60","2,371.20","2,385.80","2,385.40","2,372.79","3,890.00","2,311.50",272139,"64,57,27,344.00",23765
13-Jun-2025,EQ,"2,387.70","2,387.70","2,346.30","2,406.40","2,372.90","2,371.20","2,364.95","3,890.00","2,311.50",455362,"1,07,69,10,242.40",38387
12-Jun-2025,EQ,"2,443.70","2,443.70","2,400.00","2,432.10","2,401.90","2,406.40","2,414.60","3,890.00","2,311.50",582682,"1,40,69,41,518.00",39308
11-Jun-2025,EQ,"2,458.90","2,458.90","2,429.10","2,449.90","2,435.00","2,432.10","2,435.85","3,890.00","2,311.50",590039,"1,43,72,44,542.60",37673
10-Jun-2025,EQ,"2,460.30","2,461.90","2,439.00","2,451.00","2,450.00","2,449.90","2,449.85","3,890.00","2,311.50",393905,"96,50,08,221.70",19280
09-Jun-2025,EQ,"2,444.00","2,454.60","2,428.00","2,432.50","2,451.40","2,451.00","2,438.91","3,890.00","2,311.50",231846,"56,54,51,340.10",15150
06-Jun-2025,EQ,"2,457.50","2,464.70","2,428.00","2,453.20","2,436.90","2,432.50","2,436.67","3,890.00","2,311.50",385685,"93,97,87,336.30",25854
05-Jun-2025,EQ,"2,485.00","2,486.40","2,448.20","2,482.10","2,454.80","2,453.20","2,460.38","3,890.00","2,311.50",387297,"95,28,95,980.30",24800
04-Jun-2025,EQ,"2,490.00","2,490.00","2,460.20","2,475.20","2,480.00","2,482.10","2,479.58","3,890.00","2,311.50",331408,"82,17,51,184.30",40065
03-Jun-2025,EQ,"2,475.10","2,479.90","2,445.30","2,474.30","2,476.00","2,475.20","2,468.17","3,890.00","2,311.50",606721,"1,49,74,93,100.50",63322
02-Jun-2025,EQ,"2,455.90","2,494.00","2,455.60","2,455.90","2,468.00","2,474.30","2,477.07","3,890.00","2,311.50",680858,"1,68,65,34,511.80",56736
30-May-2025,EQ,"2,486.90","2,494.80","2,449.00","2,486.90","2,455.00","2,455.90","2,465.23","3,890.00","2,311.50",869858,"2,14,43,99,770.80",45060
29-May-2025,EQ,"2,506.80","2,509.00","2,475.00","2,506.80","2,486.00","2,486.90","2,488.38","3,890.00","2,311.50",530352,"1,31,97,18,489.80",43001
28-May-2025,EQ,"2,495.00","2,516.50","2,470.00","2,513.10","2,507.90","2,506.80","2,496.16","3,890.00","2,311.50",742342,"1,85,30,03,240.90",42967
27-May-2025,EQ,"2,510.30","2,519.00","2,489.70","2,510.30","2,511.50","2,513.10","2,506.60","3,890.00","2,311.50",604552,"1,51,53,71,123.10",27843
26-May-2025,EQ,"2,489.90","2,514.00","2,482.00","2,479.40","2,510.40","2,510.30","2,499.26","3,890.00","2,311.50",638832,"1,59,66,08,108.00",34666
23-May-2025,EQ,"2,487.10","2,499.70","2,469.00","2,487.10","2,482.00","2,479.40","2,482.04","3,890.00","2,311.50",616422,"1,52,99,83,908.10",38258
22-May-2025,EQ,"2,599.10","2,599.10","2,481.70","2,659.30","2,486.50","2,487.10","2,519.21","3,890.00","2,311.50",2392352,"6,02,68,46,226.30",139520
21-May-2025,EQ,"2,647.50","2,676.90","2,631.50","2,629.40","2,660.00","2,659.30","2,656.13","3,890.00","2,311.50",337502,"89,64,50,774.60",26048
20-May-2025,EQ,"2,718.00","2,718.00","2,625.50","2,711.50","2,640.00","2,629.40","2,664.58","3,890.00","2,311.50",403620,"1,07,54,77,281.80",39112
19-May-2025,EQ,"2,700.00","2,747.40","2,674.00","2,689.70","2,711.40","2,711.50","2,715.31","3,890.00","2,311.50",324331,"88,06,60,564.20",33056
16-May-2025,EQ,"2,661.00","2,698.00","2,617.50","2,655.40","2,689.20","2,689.70","2,675.48","3,890.00","2,311.50",455396,"1,21,84,04,399.40",38194
15-May-2025,EQ,"2,607.80","2,660.00","2,595.50","2,607.80","2,660.00","2,655.40","2,632.84","3,890.00","2,311.50",283082,"74,53,10,476.70",27291
14-May-2025,EQ,"2,597.20","2,615.00","2,570.10","2,598.90","2,615.00","2,607.80","2,593.65","3,890.00","2,311.50",300928,"78,05,02,471.80",31882
13-May-2025,EQ,"2,611.60","2,634.70","2,591.90","2,611.60","2,599.90","2,598.90","2,606.83","3,890.00","2,311.50",226099,"58,94,01,622.90",35639
12-May-2025,EQ,"2,582.00","2,625.40","2,577.00","2,550.50","2,606.90","2,611.60","2,603.74","3,890.00","2,311.50",333871,"86,93,12,721.20",23060
09-May-2025,EQ,"2,500.00","2,554.80","2,494.70","2,550.60","2,550.60","2,550.50","2,527.17","3,890.00","2,311.50",254167,"64,23,22,847.30",40557
08-May-2025,EQ,"2,634.70","2,639.90","2,529.50","2,634.80","2,544.40","2,550.60","2,567.54","3,890.00","2,311.50",555347,"1,42,58,77,072.30",52427
07-May-2025,EQ,"2,606.00","2,646.80","2,573.00","2,621.40","2,636.00","2,634.80","2,616.53","3,890.00","2,311.50",438715,"1,14,79,12,144.40",34678
06-May-2025,EQ,"2,610.00","2,639.00","2,591.00","2,621.00","2,625.00","2,621.40","2,615.32","3,890.00","2,311.50",345419,"90,33,79,524.90",31889
05-May-2025,EQ,"2,549.00","2,629.00","2,549.00","2,543.40","2,625.00","2,621.00","2,586.62","3,890.00","2,311.50",479629,"1,24,06,18,863.60",36400
02-May-2025,EQ,"2,570.00","2,579.80","2,531.00","2,587.40","2,540.50","2,543.40","2,551.30","3,890.00","2,311.50",635347,"1,62,09,59,828.00",41336
30-Apr-2025,EQ,"2,644.20","2,653.30","2,574.10","2,644.20","2,577.30","2,587.40","2,603.84","3,890.00","2,311.50",570830,"1,48,63,50,472.90",34997
29-Apr-2025,EQ,"2,682.00","2,698.00","2,638.60","2,694.50","2,648.60","2,644.20","2,668.49","3,890.00","2,311.50",556023,"1,48,37,44,477.30",57574
28-Apr-2025,EQ,"2,668.00","2,702.50","2,637.30","2,671.40","2,698.00","2,694.50","2,681.12","3,890.00","2,311.50",391090,"1,04,85,58,828.40",32812
25-Apr-2025,EQ,"2,732.00","2,735.90","2,650.50","2,732.00","2,665.00","2,671.40","2,683.34","3,890.00","2,311.50",437084,"1,17,28,43,758.10",42097
24-Apr-2025,EQ,"2,675.80","2,744.00","2,662.60","2,688.60","2,730.00","2,732.00","2,706.00","3,890.00","2,311.50",712805,"1,92,88,50,524.50",65603
23-Apr-2025,EQ,"2,659.00","2,714.00","2,651.00","2,658.80","2,671.40","2,688.60","2,681.07","3,890.00","2,311.50",713125,"1,91,19,41,549.90",52485
22-Apr-2025,EQ,"2,546.00","2,674.20","2,534.10","2,544.00","2,661.00","2,658.80","2,629.99","3,890.00","2,311.50",747000,"1,96,46,03,720.20",63446
21-Apr-2025,EQ,"2,575.00","2,587.80","2,539.00","2,570.50","2,545.00","2,544.00","2,561.41","3,890.00","2,311.50",277896,"71,18,05,592.50",28766
17-Apr-2025,EQ,"2,577.00","2,601.10","2,531.20","2,551.60","2,567.00","2,570.50","2,573.55","3,890.00","2,311.50",413204,"1,06,33,99,789.40",34123
16-Apr-2025,EQ,"2,515.00","2,557.00","2,510.30","2,513.70","2,534.90","2,551.60","2,544.85","3,890.00","2,311.50",275642,"70,14,67,263.00",25757
15-Apr-2025,EQ,"2,540.00","2,540.00","2,472.10","2,491.65","2,514.00","2,513.70","2,503.12","3,890.00","2,311.50",544832,"1,36,37,80,733.00",47121
11-Apr-2025,EQ,"2,509.25","2,523.95","2,471.40","2,508.10","2,492.00","2,491.65","2,493.46","3,890.00","2,311.50",528021,"1,31,65,97,163.90",39735
09-Apr-2025,EQ,"2,450.10","2,519.00","2,442.95","2,439.90","2,506.00","2,508.10","2,491.15","3,890.00","2,311.50",589111,"1,46,75,63,800.20",52139
08-Apr-2025,EQ,"2,404.85","2,450.00","2,400.00","2,388.25","2,442.95","2,439.90","2,432.42","3,890.00","2,311.50",319178,"77,63,74,446.90",28155
07-Apr-2025,EQ,"2,318.05","2,402.70","2,311.50","2,423.35","2,389.45","2,388.25","2,377.57","3,890.00","2,311.50",647807,"1,54,02,06,466.50",39357
04-Apr-2025,EQ,"2,400.00","2,444.80","2,390.85","2,409.85","2,428.00","2,423.35","2,422.80","3,890.00","2,325.80",349346,"84,63,94,095.40",28697
03-Apr-2025,EQ,"2,360.00","2,413.85","2,340.00","2,364.60","2,407.00","2,409.85","2,379.11","3,890.00","2,325.80",345546,"82,20,90,999.75",27836
02-Apr-2025,EQ,"2,350.00","2,370.05","2,325.80","2,350.50","2,368.00","2,364.60","2,351.74","3,890.00","2,325.80",349700,"82,24,03,759.70",38065
01-Apr-2025,EQ,"2,389.80","2,411.70","2,346.80","2,389.80","2,350.00","2,350.50","2,367.74","3,890.00","2,341.40",330923,"78,35,38,929.40",36236
28-Mar-2025,EQ,"2,409.85","2,442.00","2,370.10","2,394.30","2,399.00","2,389.80","2,403.61","3,890.00","2,341.40",713552,"1,71,51,00,246.60",50803
27-Mar-2025,EQ,"2,390.35","2,409.00","2,356.00","2,392.85","2,406.30","2,394.30","2,380.87","3,890.00","2,341.40",803990,"1,91,41,98,505.10",44035
26-Mar-2025,EQ,"2,389.45","2,405.00","2,362.20","2,378.40","2,394.00","2,392.85","2,388.13","3,890.00","2,341.40",508577,"1,21,45,47,079.55",47414
25-Mar-2025,EQ,"2,375.25","2,414.95","2,341.40","2,426.30","2,390.00","2,378.40","2,361.42","3,890.00","2,341.40",1354361,"3,19,82,20,037.90",83876
24-Mar-2025,EQ,"2,416.70","2,438.45","2,392.65","2,401.10","2,429.85","2,426.30","2,419.78","3,890.00","2,351.00",464577,"1,12,41,75,381.40",38259
21-Mar-2025,EQ,"2,418.30","2,426.50","2,385.00","2,418.30","2,402.00","2,401.10","2,399.08","3,890.00","2,351.00",1030473,"2,47,21,89,097.95",45834
20-Mar-2025,EQ,"2,420.00","2,444.00","2,412.55","2,413.85","2,423.00","2,418.30","2,425.02","3,890.00","2,351.00",208116,"50,46,85,048.50",30707
19-Mar-2025,EQ,"2,435.00","2,437.85","2,376.80","2,431.30","2,415.00","2,413.85","2,399.58","3,890.00","2,351.00",423270,"1,01,56,70,970.60",43523
18-Mar-2025,EQ,"2,400.00","2,449.90","2,390.15","2,383.50","2,435.00","2,431.30","2,430.99","3,890.00","2,351.00",224698,"54,62,39,637.30",27672
17-Mar-2025,EQ,"2,415.00","2,427.35","2,351.00","2,411.70","2,389.50","2,383.50","2,377.05","3,890.00","2,351.00",465223,"1,10,58,58,816.40",43998